Artist,Total Streams
"Ana Tijoux, Shadia Mansour",33258
"Ana Vilela, Luan Santana",1202672
"Analaga, João Gustavo e Murilo",11316499
"Ananda, Joker Beats",28137985
"Anastasio, Don Joe",23223049
"Anbu, Jacin Trill, Jiri11, Bokoesam",121123
"Anders Hemmingsen, H1tmakers",8079
"Anderson .Paak, Justin Timberlake",41158
"Anderson, Susanne Louise",79717
"Andi Bernadee, Ismail Izzani",1591865
"Andrea Babierra, Jem Cubil",125298
"Andrea Bocelli, Natalie Cole",178945
"Andrea Bocelli, aMEI",104554
"Andreas Aleman, Cooper Phillip",84334
"Andrew Gold, Alyssa Bonagura",39070
"Andrew Rayel, Garibay, Jake Torrey",240687
"Andrzej Krzywy, Jacek Skubikowski & Paweł Kukiz",29344
"Andrés Cepeda, Cali Y El Dandee",8360796
"Andrés Cepeda, Dayhan Díaz",7107
"Andrés Cepeda, Fonseca",1208001
"Andrés Cepeda, Jesse & Joy",485900
"Andrés Cepeda, Morat",4121966
"Andrés Cepeda, Sebastian Yatra",10536445
"Andy Hui, 車婉婉",2805
"Andy Lau, Louis Koo",7788
"Andy Rivera, Dalmata",19573
"Andy Rivera, Feid",616732
"Andy Rivera, Jhonny Rivera, Jessi Uribe",9057929
"Andy Rivera, Justin Quiles, Mackie",1636384
"Anett, Fredi",18927
"Angela Hui, Phil Lam",190860
"Angelica Vale, Marco Antonio Solís",10984
"Angelo King, Babel-Ish",203341
"Angemi, Becko",326667
"Angèle, Kiddy Smile",1158101
"Angèle, Roméo Elvis",62258206
"Animal Dcccvi, Asa Rivera",12635
"Anirudh Ravichander, Arivu",96153
"Anirudh Ravichander, Dhvani Bhanushali, Tanishk Bagchi",8669
"Anirudh Ravichander, Gana Balachandar",1021731
"Anirudh Ravichander, Inno Genga",3083858
"Anirudh Ravichander, S. P. Balasubrahmanyam",168409
"Anirudh Ravichander, Shakthisree Gopalan, Brodha V",18094
"Anirudh Ravichander, Sid Sriram",125647
"Anirudh Ravichander, Thalapathy Vijay",1179015
"Anirudh Ravichander, Yuvan Shankar Raja",45180
"Anis Don Demina, Mad Kings",1580156
"Anis Don Demina, Nils-Pontus",120128
"Anitta, Alesso",1807800
"Anitta, Becky G",3996016
"Anitta, Caetano Veloso",1170701
"Anitta, Chris Marshall",1873019
"Anitta, DJ Luian, Mambo Kingz",1922273
"Anitta, Gloria Groove",65199
"Anitta, J Balvin",231509117
"Anitta, Jetlag Music",882479
"Anitta, LUDMILLA, Snoop Dogg",67281127
"Anitta, Lexa, Luísa Sonza",105652837
"Anitta, MC Cabelinho",13058715
"Anitta, MC Kevinho",53780560
"Anitta, Marília Mendonça",75469037
"Anitta, Mc Zaac, Maejor",70252595
"Anitta, Melim",1067509
"Anitta, Prince Royce",2166825
"Anitta, Psirico",3017216
"Anitta, Swae Lee",4937767
"Anjulie, Oskar Flood",768289
"Ankhal, Farruko, Guaynaa, KEVVO",1403990
"Ankit Tiwari, Dhvani Bhanushali",4649551
"Ankit Tiwari, Vishal Mishra",62669
"Ankur Tewari, Mikey McCleary",11513
"Ankur Tewari, Prateek Kuhad, Dhruv Bhola, Nikhil Vasudevan",154768
"Anna Järvinen, Olavi Uusivirta",7277
"Anna Kendrick, Justin Timberlake",1440080
"Anna Naklab, Alle Farben, Younotus",3951
"Anna Puu, Olavi Uusivirta",2035912
"Anne Brændeland, Camilla Trøen",29115
"AnnenMayKantereit, Amilli",76080
"AnnenMayKantereit, Giant Rooks",1900038
"Annet X, Ben Cristovao",4164
"Annet X, Pil C",12237
"Annie Lennox, African Children's Choir",149327
"Annika Herlitz, AURORA",74723
"Ano, Samra",1283964
"Ano, Seyed",72517
"Ano, Summer Cem",651131
"Anonimus, Arcangel",48367
"Anonimus, Marvel Boy, Pablo Chill-E, KEVVO, Juanka",2847679
"Anssi Kela, Yona",51046
"Anstandslos & Durchgeknallt, Laurenz",366589
"Antara Mitra, Javed Ali, TUSHAR JOSHI",69076
"Anthony Santos, Romeo Santos",413801
"Anthony, Enzo Dong",255246
"Antis, Leon Somov & Jazzu",5037
"Anton Powers, Pixie Lott",40741
"Antonio José, Cali Y El Dandee",3550179
"Antonio José, Diogo Piçarra",52715
"Antonio José, Juan Magán",3797667
"Antonio Orozco, KAROL G",11398635
"Antti Railio, Tommi Salmela, Kimmo Blom",19818
"Anuel AA, Almigthy",1785
"Anuel AA, Bad Bunny",90977458
"Anuel AA, Cardi B, Black Jonas Point, Secreto ""El Famoso Biberon"", Liro Shaq",4643584
"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",1198667314
"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",32414730
"Anuel AA, Darell",201735
"Anuel AA, Farruko, Zion",4058569
"Anuel AA, Haze",463832910
"Anuel AA, Jory Boy",72548
"Anuel AA, KAROL G",729751019
"Anuel AA, Kendo Kaponi",21383
"Anuel AA, Kendo Kaponi, Yandel, Ñengo Flow",2461395
"Anuel AA, Lil Wayne",2901397
"Anuel AA, Mariah Angeliq",3302991
"Anuel AA, Ozuna",35632336
"Anuel AA, Romeo Santos",594002569
"Anuel AA, Sinfonico, Farruko, Ñengo Flow, Casper Magico, Darell, Bad Bunny, Lil Geniuz",727059
"Anuel AA, Tego Calderon",14201386
"Anuel AA, Travis Barker",1706555
"Anuel AA, Wisin",14564838
"Anuel AA, Zion",223640324
"Anuel AA, Ñengo Flow",5322863
"Anuel AA, Ñengo Flow, Sinfonico",163486
"Anuradha Paudwal, Kavita Paudwal",22522
"Anurag Kulkarni, Mahati Swara Sagar",106280
"Anurag Kulkarni, Mangli, Thaman S",4733302
"Anurag Kulkarni, Ramya Behra",152703
"Anys, Stormy",168641
"Anıl Piyancı, Dianz",556893
"Anıl Piyancı, Ezhel",35782021
"Anıl Piyancı, Kaan Boşnak",1448496
"Anıl Piyancı, Perdenin Ardındakiler",4875680
"Anıl Piyancı, Zeynep Bastık",34455346
"Aof Pongsak, Tattoo Colour",36438
"Apocalyptica, SANNI, TIPPA",883395
"Apollo G, Garry",1433493
"Arash Buana, raissa anggiani",579737
"Arash, Snoop Dogg",79938
"Arcade Fire, Mavis Staples",1583
"Arcangel, Anuel AA",1173
"Arcangel, Bad Bunny",135192100
"Arcangel, De La Ghetto",1428560
"Arcangel, J Balvin",24226
"Arcangel, Jay Menez, Jon Z, Bryant Myers, El Alfa, DJ Luian, Mambo Kingz, Mozart La Para",102771
"Arcangel, La Exce",1661
"Arcangel, Manuel Turizo",810529
"Arcangel, Mark B., De La Ghetto, Bad Bunny, Amenazzy",309631
"Arcangel, Myke Towers",2504984
"Arcangel, Ozuna",32864
"Arcangel, Sech, Romeo Santos",49607958
"Arcangel, Tory Lanez",3017
"Arce, Omar Montes",1826030
"Architechs, Nay Nay",97399
"Architrackz, Adje",310425
"Architrackz, Bryan Mg",2495608
"Architrackz, CHO, Equalz",9929016
"Architrackz, Kempi",1799743
"Architrackz, LouiVos, Mula B",133057
"Architrackz, WAWA",23058
"Architrackz, WAWA, Bryan Mg",426188
"Ardian Bujupi, Capital T",41812
"Ardian Bujupi, Elvana Gjata",814377
"Ardian Bujupi, Farruko, Master HP",90768
"Ardian Bujupi, Fero47",24966475
"Ardian Bujupi, Hooss",100913
"Ardian Bujupi, Moe Phoenix",773461
"Ardian Bujupi, Xhensila, Master HP",10083835
"Ares, S10",33553
"Aretuza Lovi, Pabllo Vittar, Gloria Groove",969182
"Ari Lasso,Bunga Citra Lestari",206851
"AriBeatz, Ardian Bujupi, Ozel",178102
"AriBeatz, Fero47, YL",1872311
"AriBeatz, Nimo, Lacrim",2332508
"AriBeatz, Veysel, Mula B",1172296
"Aria, Alisia",58328
"Ariadna, NIA",32841
"Ariana Grande, Future",42677586
"Ariana Grande, Iggy Azalea",81958
"Ariana Grande, John Legend",19577018
"Ariana Grande, Liz Gillies",77569344
"Ariana Grande, Mac Miller",494998
"Ariana Grande, Nathan Sykes",2740415
"Ariana Grande, Nicki Minaj",161628038
"Ariana Grande, The Weeknd",57701
"Ariana Grande, Zedd",1570222
"Ariel Camacho y Los Plebes Del Rancho, Gerardo Ortiz",280437
"Ariel, Dea, NEV+",12693
"Arif, EHI",99874
"Arif, Kapteinen",60840
"Arif, Musti",116941
"Arif, Natnael",40371
"Arif, Snow Boyz, Eben Jr., Sølvguttene",147646
"Arif, Store P",67459
"Arif, Unge Ferrari",2466373
"Ariff Bahran, Sarah Suhairi",1715577
"Arijit Singh, Alyssa Mendonsa",216622
"Arijit Singh, Amaal Mallik",361760
"Arijit Singh, Asad Khan",416934
"Arijit Singh, Asees Kaur",24092750
"Arijit Singh, B Praak",17457828
"Arijit Singh, Bohemia, Sachin-Jigar",2693747
"Arijit Singh, Dhvani Bhanushali, Amartya Bobo Rahut",108763
"Arijit Singh, Mithoon",35467821
"Arijit Singh, Neeti Mohan",7123424
"Arijit Singh, Neha Kakkar, Meet Bros.",215021
"Arijit Singh, Nikhita Gandhi",9412367
"Arijit Singh, Parampara Tandon",20593296
"Arijit Singh, Rochak Kohli",229621
"Arijit Singh, Sachet-Parampara",11813869
"Arijit Singh, Shadab, Altamash Faridi",288089
"Arijit Singh, Shilpa Rao",29240512
"Arijit Singh, Sruthy Sasidharan",16089
"Arijit Singh, Tanishk Bagchi",8313833
"Arik Einstein, Miki Gavrielov",1076
"Arik Einstein, Shalom Hanoch",201340
"Arjun Kanungo, Momina Mustehsan",595923
"Arjun Kanungo, Prakriti Kakar, M Ajay Vaas",1047326
"Arjun, Mickey Singh",27240
"Arkatech Beatz, Raekwon",4378
"Arko, Arijit Singh",793116
"Arko, B Praak",8094580
"Arko, Parineeti Chopra",378299
"Arko, Tulsi Kumar, Neha Kakkar",160894
"Armaan Malik, Amaal Mallik",42857
"Armaan Malik, Neeti Mohan",2568698
"Armaan Malik, Rochak Kohli, Bappi Lahiri",5416667
"Armaan Malik, Songster",564440
"Armaan Malik, Thaman S",7761315
"Armando Hernandez, El Combo Caribe",162562
"Armin van Buuren, AVIAN GRAYS",929891
"Armin van Buuren, AVIAN GRAYS, Jordan Shaw",671613
"Armin van Buuren, Bonnie McKee",30178
"Armin van Buuren, Brennan Heart",509964
"Armin van Buuren, Garibay",49580
"Armin van Buuren, Garibay, Olaf Blackwood",3520094
"Armin van Buuren, James Newman",11298048
"Armin van Buuren, Lucas & Steve, Josh Cumbee",77939
"Armin van Buuren, Sam Martin",142772
"Armoo, Justice Toch",270331
"Armoo, KM",139425
"Armoo, Kwaaivines, Mokadrumz",2065615
"Arnar Úlfur, Kjartan Lauritzen, Helgi Sæmundur",1617
"Arnar Úlfur, Kött Grá Pjé",1075
"Aron Can, Friðrik Dór",470927
"Aron Hannes, Siris",47711
"AronChupa, Little Sis Nora",4758291
"Arquero, Julián Kartún",1896
"Arsy Widianto, Brisia Jodie",54471913
"Art Storm, Schneebastian",569656
"Artem x Yonas, Vilma Alina",11869
"Artistic Raw, Justice Toch, Elias Chainboy",230326
"Arturo ""Zambo"" Cavero, Oscar Avilés",148476
"Arturs Skrastins, Marts Kristians Kalniņš, L. Kalniņa, K. Stirāne",6042
"Arutz Hakibud, Lidoy, Astma, Shaked Ferrera",4643
"Arutz Hakibud, Shalom Michaelshwilli",2055
"Arutz Hakibud, Shekel",99444
"Asa, Dj Polarsoul, Elastinen",12277
"Asa, Dj Polarsoul, Kube, Otto Puska",8359
"Asaf Avidan, The Mojos",34808
"Aseel Hameem, Hussain Al Ghazal",2020637
"Aseel Hameem, Mohammed Hassan",24903
"Asees Kaur, Jubin Nautiyal, Tanishk Bagchi",91663
"Asees Kaur, Ved Sharma",4724037
"Ash King, Monali Thakur",477647
"Ash King, Sachin-Jigar",4652548
"Ash King, Shashaa Tirupati",12836
"Ashafar, Henkie T",32610
"Ashafar, Josylvio",4674617
"Ashafar, KA",132888
"Ashafar, Kevin",4418783
"Ashafar, Larry",1007450
"Ashafar, Riffi",1588636
"Ashafar, Sevn Alias",244287
"Aska Yang, Zhang Bichen",827992
"Aslag Haugen, Ingebjørg Bratland, Hver gang vi møtes",10159
"Asme, Aden, Aden x Asme",1801117
"Asme, BL",110738
"Aspova, Ceg",27415
"Aspova, Motive",24007
"Aspova, Tanerman",1557447
"Aspova, Şanışer",1761973
"Aste, Irina",184836
"AstralKid22, Karlo, Nik Tendo",12874
"AstralKid22, LUISA",4208
"AstralKid22, Slimso",20281
"AstralKid22, Tisci",2361
"Astrid S, Brett Young",3301710
"Astro本地圈艺人, DJ",30091
"At' Fat, Dubosky, Yemil",258583
"Atanas Kolev, Boro Purvi",15137
"Atar Mayner, Dor3",1120
"Athliens, Kid Young, Moose, Crazie E, Musah, Daree",3141
"Athliens, Kid Young, Moose, Negros Tou Moria, Daree",5941
"Ati242, Ceg",2342429
"Ati242, Patron",74872
"Ati242, Stabil",26682
"Ati242, Zen-G",2178641
"Ati242, Şehinşah",1340220
"Atif Aslam, Arko",6079347
"Atif Aslam, Nusrat Fateh Ali Khan, Rochak Kohli",7197920
"Atif Aslam, Shiraz Uppal",448113
"Atif Aslam, Shirley Setia, Dj Chetas",712676
"Atif Aslam, Tanishk Bagchi",769348
"Atif Aslam, Tulsi Kumar, Rochak Kohli",9029246
"Atip, Ploychompoo",177816
"Atle, Lisa Ajax",10833
"Atom Chanakan, บุรินทร์ Groove Riders",105770
"Atomi Otro Way, Lirico",17141
"Atomic Otro Way, J Alvarez, Secreto ""El Famoso Biberon""",20854
"Atômico Mc, Alf Bs",8160
"Au/Ra, Alan Walker, Death Stranding: Timefall",475966
"Au/Ra, CamelPhat",13227416
"Austin Mahone, Pitbull",52310
"Austin McBroom, Ace Fam",20750
"Austyn Johnson, Cameron Seely, Hugh Jackman",8085183
"Auður, Mezzoforte",14512
"Av. Larco, la película",409545
"Avelino, Not3s",6947942
"Avi Panel, ZEHAVA",15439
"Avicii, Agnes, Vargas & Lagola",42740811
"Avicii, Aloe Blacc",350458296
"Avicii, B & B And Choir",1197
"Avicii, Lenny Kravitz",113788
"Avicii, MishCatt",1288416
"Avicii, Rita Ora",290538
"Avicii, Sandro Cavazza",2557247
"Avicii, Sebastien Drums",38072
"Aviv Geffen, Idan Raichel",359847
"Aviões do Forró, Wesley Safadão",2693863
"Avril Lavigne, Nicki Minaj",66932
"Awave, Asme",249246
"Awich, Young Juju",82873
"Axel Caram, Fer Palacio",795948
"Axos, John Lui",39664
"Axos, Side Baby, Don Joe",161361
"Axwell /\ Ingrosso, Kid Ink",32153715
"Axwell /\ Ingrosso, RØMANS",5444517
"Axwell, Shapov",9943
"Aya Nakamura, Naza",183495
"Ayax y Prok, Ayax, Cookin Soul",33814
"Ayax y Prok, Blasfem",262376
"Ayax y Prok, Daniela, Blasfem",43680
"Ayax y Prok, Dj Keru",76998
"Ayax y Prok, Hazhe",24690
"Ayax y Prok, J.D.O., Blasfem",26767
"Ayax y Prok, Jrliske",27234
"Ayax y Prok, Juancho Marqués, Sceno",23498
"Ayax y Prok, Prok, Blasfem",26650
"Ayda Jebat, Adi Priyo",96801
"Ayden, Ronnie Flex",63470
"Aydın Kurtoğlu, Murat Joker",43877
"Ayla Çelik, Beyazıt Öztürk",48208
"Aylek$, Rarri",54168
"Aylin Coşkun, Hande Yener",2907492
"Aynur Aydın, Damla Yıldız",175225
"Ayo97, 阿涵",828842
"Ayoub Maach, Kes, Ali B",2019078
"Ayushmann Khurrana, Ikka, Bappi Lahiri, Tanishk Bagchi",22815
"Ayushmann Khurrana, Tanishk-Vayu",7783214
"Ayşegül Aldinç, Gökhan Türkmen",42331
"Ayọ, Michel Legrand",115163
"Azad, CALO",335067
"Azad, Calo",39003
"Azad, Jeyz, Adel Tawil",73938
"Azad, Kool Savas",64141
"Azad, Samra",1568020
"Azet, Miami Yacine",459789
"Azet, Nash",266392
"Azet, Noizy, Zuna",8905527
"Azet, RAF Camora",19858167
"Azet, Tokyo",735913
"Azet, Zuna",124330122
"Azet, Zuna, Miami Yacine",1209163
"Azet, Zuna, Nash",599432
"Azet, Zuna, Noizy",3527432
"Azet, Zuna, RAF Camora",1820835
"Azteca, Amuly",38412
"Azteca, Calinacho",72016
"Azteca, Devid, Ferea",24167
"Azteca, Ian",758565
"Azteca, Ian, Amtilb",22411
"Azteca, Ian, Nane, Sapte",30067
"Azteca, Nane",723093
"Azteca, Pba",37112
"Azteca, Sapte",39247
"Azteca, StellarRhapsody",79998
"Azteca, Thetrapman",8163
"Azzi Memo, Capo",6236852
"Azzi Memo, Eno",3455292
"Azzi Memo, Luciano",309242
"Azzi Memo, Nimo",12568107
"Azzi Memo, Sinan-G",1925122
"Azzi Memo, Soufian",34375
"Azzi Memo, Yung Kafa & Kücük Efendi",697763
"Aşkın Nur Yengi, Mehmet Erdem",708018
"B Jones, Jürgen Slowing",1005
"B Praak, Akshay Kumar & Nupur Sanon",12223761
"B Praak, Harrdy Sandhu, Swasti Mehul",8037549
"B Praak, Sachet-Parampara",2049982
"B-Boy Myhre, Cezinando",56897
"B-Heart, Firwan Johan",7248
"B., Bert Malcom",2742
"B.Baby, ADAAM, Buddha Vybez",1023223
"B.R.O, Merghani",10177
"B.U.G. Mafia, Cheloo",5222
"B.U.G. Mafia, Mario V",5286
"B.U.G. Mafia, Sergiu Ferat",17242
"BABYMETAL, F.HERO",10047
"BACALL, Malo",358068
"BACALL, Malo, Prince Osito",248814
"BAEKHYUN, Beenzino",126672
"BANKK CA$H, Da Endorphine",25911
"BANKK CA$H, Endorphine",94231
"BARBEL, Kevin, Anyuri, Vyron, VITALI",138160
"BATE, Blake Rose, Radio 3000",951075
"BATE, Blake Rose, Radio3000",4601
"BATE, Simon Webbe",277875
"BCA, Sech",517811
"BCW, Jia Jia",146974
"BECKA, OHMYMEITING",46345
"BEGE, EFESAVAGE",14596126
"BEGE, Nova Norda",27277229
"BEK & Moberg, Boujee",246446
"BEK & Wallin, Mo$$Berg",33034
"BEK & Wallin, Moberg",613842
"BENEE, Gus Dapperton",442904081
"BENI, IO",4691
"BENIM, Radoz",1024227
"BENNETT, Fricky",27680
"BESS, F",259130
"BESS, Møtions",698427
"BHZ, Big Pat, Ion Miles",88341
"BHZ, Dead Dawg, Ion Miles, Longus Mongus",117329
"BHZ, Ion Miles, Big Pat, Longus Mongus",823862
"BHZ, Ion Miles, Monk",111902
"BHZ, Longus Mongus, Dead Dawg, Monk, Big Pat",247545
"BHZ, Longus Mongus, Monk, Dead Dawg",6817720
"BHZ, Monk, Big Pat",122216
"BHZ, Monk, Big Pat, Ion Miles",193881
"BHZ, Monk, Ion Miles, Big Pat",319627
"BHZ, Monk, Ion Miles, Dead Dawg",113225
"BIW, castleurbano",1987
"BK, JXNV$",63213
"BK, Mr. Saik",27387
"BK, Mr. Saik, Akim",441696
"BKO, Alta Gracia",103386
"BKO, Amg Domina",96365
"BKO, Seffelinie",23657
"BL, Aden x Asme, Dree Low, Einár",1149219
"BL, Aden",17925
"BLACHA, Bedoes",2111223
"BLACHA, Chivas",96379
"BLACHA, Kuqe",117245
"BLR, Rave & Crave",166785
"BLØF, Geike Arnaert",13908345
"BLØF, Typhoon",533107
"BMYE, Naza, Keblack, Youssoupha, Hiro, Jaymax, DJ Myst",599480
"BORCREW, Gedz",46488
"BORCREW, Gedz, Sarius, Paluch, Kobik, Lipa, Joda, Onek87, Szpaku",53572
"BORCREW, Joda",18697
"BORCREW, Paluch, Sarius",89049
"BORCREW, Paluch, Szpaku, Kobik, Gedz",44227
"BORCREW, Paluch, Worek",1090498
"BORCREW, Sarius, Gedz, Onek87, Paluch, Szpaku, Lipa, Joda, Kobik",418971
"BORCREW, Sarius, Paluch",408446
"BORCREW, Szpaku",2160342
"BORCREW, Szpaku, Onek87, Paluch, Joda, Kobik, Lipa, Gedz, Sarius",74277
"BORCREW, Szpaku, Paluch, Joda, Sarius",684348
"BOUA, Citybois",387243
"BOXING樂團, A-Mei Chang, Power Station",13774
"BRADO, MEL",690894
"BRADO, MERO",10793586
"BRÍET, palmi., Aron Can",578386
"BTK Villeion, Brandoshis",2946
"BTS, Charli XCX",32227864
"BTS, Frants",53150
"BTS, Juice WRLD",5183116
"BTS, Nicki Minaj",36723661
"BTS, Steve Aoki",22225392
"BTS, Zara Larsson",9685377
"BUMKEY, D Gerrard",197049
"BURNS, Maluma, Rae Sremmurd",253329
"BZ, DIBSET",23598
"Baani Sandhu, Gur Sidhu",10524536
"Baauer, Miquela",3569
"Baba Zula, Mad Professor",48845
"Baby Bino, ATL PETE, Michael Williams",29645
"Baby Shima, Floor 88",6439
"Bacilos, Alejandro González",1797
"Baco Exu do Blues, 1LUM3",26914210
"Baco Exu do Blues, Deekapz, Bibi Caetano",558266
"Baco Exu do Blues, Tim Bernardes",1094497
"Baco Exu do Blues, Tuyo",1500814
"Bad Bunny, Almighty, Denyerkin, Quimico Ultra Mega, El Fother",23801
"Bad Bunny, Anuel AA",60109097
"Bad Bunny, Bryant Myers",5409643
"Bad Bunny, Daddy Yankee",219627352
"Bad Bunny, Diplo, Nitti Gritti",16614156
"Bad Bunny, Don Omar",81503304
"Bad Bunny, Duki, Pablo Chill-E",60049880
"Bad Bunny, El Alfa",45046859
"Bad Bunny, Farruko, DJ Luian, Mambo Kingz",1190455
"Bad Bunny, Gabriela",12798684
"Bad Bunny, Héctor ""El Father""",329294
"Bad Bunny, Jowell & Randy, Ñengo Flow",415238142
"Bad Bunny, Kendo Kaponi, Arcangel",32691098
"Bad Bunny, Kevin Roldan, Noriel, Bryant Myers, Almighty",455379
"Bad Bunny, Mambo Kingz, DJ Luian, Arcangel, Almighty, Bryant Myers, Noriel, Baby Rasta, Brytiago",6953765
"Bad Bunny, Mora",53926725
"Bad Bunny, Myke Towers",34084805
"Bad Bunny, Nfasis",32013
"Bad Bunny, Nicky Jam",55333897
"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",58420
"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",189543878
"Bad Bunny, Sech",375789434
"Bad Bunny, Tainy",1153259157
"Bad Bunny, Yaviah",83360205
"Bad Bunny, Zion & Lennox",45870663
"Bad Bunny, Ñejo, Pj Sin Suela, DJ Nelson",26994235
"Bad Bunny, Ñengo Flow",54623544
"Bad Gyal, Govana, Dj Papis",29863
"Baddiel, Skinner & Lightning Seeds",7587354
"Bader AlShuaibi, Bashar Al Shati",84446
"Bader AlShuaibi, Hadi Khamis",107845
"Badjer, Timal, Boumso",196106
"Badshah, Amaal Mallik, Fazilpuria, Sukriti Kakar, Neha Kakkar",1985270
"Badshah, Asees Kaur, Jubin Nautiyal",3900328
"Badshah, Diljit Dosanjh, Aastha Gill",14388046
"Badshah, Fotty Seven",1216374
"Badshah, Harrdy Sandhu, Lisa Mishra, Asees Kaur",6564349
"Badshah, Kamaal Khan, Mamta Sharma",15726
"Badshah, Kamaal Khan, Mamta Sharma, Sajid-Wajid",45895
"Badshah, Neeti Mohan",6944266
"Badshah, Neha Kakkar",16200807
"Badshah, Sunanda Sharma",10605
"Badshah, Tulsi Kumar, Abhijeet, Chandra Dixit",3528960
"Badshah, Tulsi Kumar, Abhijeet, Chandra Dixit, Tanishk Bagchi, Anand-Milind",1760022
"Badshah, Uchana Amit",5752689
"Bae Lin, Nana Ou-Yang",19537
"Baggalútur, Friðrik Dór",118843
"Baggalútur, Svala",11891
"Baghdad, Long3, Trtl",6067
"Bailey May, Ylona Garcia",235744
"Bakermat, Kiesza",1358446
"Bakhaw, GOULAG, Mansly, Benzo, Sofiane, Kalash Criminel",54180
"Balken, Ude Af Kontrol",32718
"Balti, Hamouda",400616
"Bambini Di Praga, kapela Hradišťan, Jirí Pavlica",50008
"Banda El Recodo, Wisin",890866
"Banda MS de Sergio Lizárraga, Snoop Dogg",16225727
"Bang Bang Bang, Grace",26981
"BangBros, Hef, Murda, Bizzey",233675
"Bantu, Jonas Blue",36419
"Banx & Ranx, Ella Eyre",83485138
"Bappi Lahiri, Anuradha Paudwal, Badshah",31006
"Bappi Lahiri, Dev Negi, Jonita Gandhi, Tanishk Bagchi",22835
"Barloe Team, KHEA, Duki",82071
"Barnens favoriter, Barnmusik, Svenska barnsånger",44836
"Barry Chen, SOPHY",49625
"Basim, Benny Jamz",1824179
"Basim, Gilli",1251838
"Bass Santana, Cooliecut, Kin$oul",241041
"Bass Santana, XXXTENTACION, Cooliecut, Kin$oul",225426
"Bass Santana, XXXTENTACION, Ski Mask The Slump God",1757415
"Bastille, Alessia Cara",619834
"Bastille, London Contemporary Orchestra",1153685
"Bausa, Bozza",1429260
"Bausa, Zuna",3965397
"Bea Miller, 6LACK",21965
"Bea Miller, Jessie Reyez",182581
"Bearson, Nat Dunn",2268
"Beatriz Luengo, Mala Rodríguez",576128
"Because, John Roa",347966
"Becky G, Bad Bunny",125193328
"Becky G, Maluma",40923210
"Becky G, Myke Towers",55743384
"Becky G, Natti Natasha",705026736
"Becky G, Paulo Londra",520261249
"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",300638664
"Becky G, Zion & Lennox, Farruko",490024
"Becky Hill, WEISS",7994583
"Bedo, Ati242",870077
"Bedoes, Kubi Producent",24919648
"Bedoes, Kubi Producent, Białas, Eldo",1456117
"Bedoes, Kubi Producent, Blacha 2115, Kuqe 2115, Flexxy 2115",297790
"Bedoes, Kubi Producent, GOLEC UORKIESTRA",4562547
"Bedoes, Kubi Producent, Koldi, Young Multi, Beteo",11489508
"Bedoes, Kubi Producent, Rafonix",8282879
"Bedoes, Kubi Producent, Solar",247130
"Bedoes, Kubi Producent, Taco Hemingway",21001662
"Bedoes, Lanek",78631296
"Bedoes, Lanek, BLACHA",1361920
"Bedoes, Lanek, Białas, Taco Hemingway",1939791
"Bedoes, Lanek, DJ Johny",10181428
"Bedoes, Lanek, Flexxy 2115, Kuqe 2115",2670580
"Bedoes, Lanek, Kosa, White 2115",7801050
"Bedoes, Lanek, Kuqe 2115",2548540
"Bedoes, Lanek, Malik Montana",2467991
"Bedoes, Lanek, Mr. Polska",417228
"Bedoes, Lanek, Pressa",4437793
"Bedoes, Lanek, Smxkey Nunno",777139
"Bedoes, Lanek, Taco Hemingway",19815
"Beginner, Gzuz, Gentleman",3053948
"Beginner, Samy Deluxe",1250738
"Beko, Leprom",13538
"Beko, Marco Rahim",951137
"Bell Size Park, Vimana Shastra",2647
"Bell Supol, Panadda Ruangwut",15830
"Belly Squad, Headie One",932433
"Belly, Meek Mill, M.I.A.",565357
"Belly, NAV",1338035
"Belly, The Weeknd",3141984
"Belly, YG",371543
"Belén Aguilera, Raoul Vázquez",36538
"Bembe Orquesta, Farik Grippa",11575335
"Ben Bizzy, 1MILL, Diamond",6166
"Ben Cristovao, Mária Čírová",749036
"Ben Cristovao, The Glowsticks",388134
"Ben DJ, Eon Melka",195354
"Ben Fero, Anıl Piyancı",2929096
"Ben Fero, Ceza, Ezhel, Killa Hakan",1399007
